age,agent,career_stats_career_assists,career_stats_career_goals,citizenship,club,market_value,national_caps,national_goals,position,season_stats_appearances,season_stats_assists,season_stats_goals,season_stats_minutes,league,season_ga,market_value_bin
25,No Agent,94.0,94.0,England,Chelsea,28000000.0,23.0,3.0,Left Winger,42.0,10.0,5.0,2426.0,epl,15.0,3
23,No Agent,48.0,88.0,England,Chelsea,120000000.0,12.0,2.0,Attacking Midfield,48.0,12.0,15.0,3857.0,epl,27.0,3
24,ProStar,30.0,22.0,Ukraine,Chelsea,18000000.0,28.0,3.0,Left Winger,15.0,5.0,3.0,849.0,epl,8.0,3
23,No Agent,35.0,58.0,England,Chelsea,40000000.0,7.0,0.0,Right Winger,43.0,5.0,11.0,2521.0,epl,16.0,3
19,No Agent,24.0,23.0,England,Chelsea,10000000.0,12.0,1.0,Left Winger,37.0,11.0,6.0,2030.0,epl,17.0,2
25,Gestifute,37.0,25.0,Portugal,Chelsea,50000000.0,17.0,2.0,Right Winger,0.0,0.0,0.0,0.0,epl,0.0,3
24,Epic Jackson,27.0,51.0,Senegal,Chelsea,50000000.0,14.0,0.0,Centre-Forward,36.0,6.0,13.0,2505.0,epl,19.0,3
22,CAA Stellar,21.0,72.0,England,Chelsea,40000000.0,12.0,3.0,Centre-Forward,42.0,3.0,12.0,2759.0,epl,15.0,3
19,No Agent,4.0,16.0,Spain,Chelsea,8000000.0,0.0,0.0,Centre-Forward,15.0,0.0,6.0,588.0,epl,6.0,2
32,No Agent,13.0,1.0,Brazil,Liverpool,20000000.0,74.0,0.0,Goalkeeper,35.0,0.0,0.0,3169.0,epl,0.0,3
21,Unique Sports Group,10.0,0.0,England,Liverpool,500000.0,0.0,0.0,Goalkeeper,14.0,0.0,0.0,1275.0,epl,0.0,0
26,CAA Stellar,5.0,10.0,France,Liverpool,60000000.0,23.0,0.0,Centre-Back,42.0,2.0,2.0,3372.0,epl,4.0,3
26,ROOF,4.0,0.0,Ireland,Liverpool,20000000.0,23.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,epl,0.0,3
23,SPORT INVEST,3.0,0.0,Republic,Liverpool,4000000.0,1.0,0.0,Goalkeeper,2.0,0.0,0.0,101.0,epl,0.0,1
33,ROOF,25.0,58.0,Netherlands,Liverpool,23000000.0,82.0,10.0,Centre-Back,49.0,1.0,5.0,4437.0,epl,6.0,3
22,No Agent,7.0,9.0,England,Liverpool,20000000.0,11.0,0.0,Centre-Back,25.0,0.0,0.0,1290.0,epl,0.0,3
28,Wasserman,11.0,1.0,England,Liverpool,20000000.0,15.0,0.0,Centre-Back,17.0,0.0,0.0,874.0,epl,0.0,3
29,Prosport ...,37.0,14.0,Greece,Liverpool,18000000.0,41.0,0.0,Left-Back,29.0,2.0,0.0,1674.0,epl,2.0,3
31,No Agent,86.0,23.0,Scotland,Liverpool,18000000.0,84.0,4.0,Left-Back,45.0,2.0,0.0,3320.0,epl,2.0,3
21,No Agent,28.0,15.0,Ireland,Liverpool,30000000.0,17.0,3.0,Right-Back,29.0,4.0,0.0,1385.0,epl,4.0,3
23,Team Raiola,39.0,40.0,Netherlands,Liverpool,75000000.0,20.0,1.0,Defensive Midfield,49.0,4.0,0.0,4207.0,epl,4.0,3
32,No Agent,29.0,49.0,Japan,Liverpool,8000000.0,70.0,4.0,Defensive Midfield,32.0,0.0,0.0,865.0,epl,0.0,2
22,SEG,27.0,19.0,England,Liverpool,7000000.0,11.0,1.0,Defensive Midfield,11.0,2.0,3.0,761.0,epl,5.0,2
26,No Agent,36.0,48.0,Argentina,Liverpool,100000000.0,38.0,4.0,Central Midfield,49.0,6.0,7.0,3570.0,epl,13.0,3
24,Wasserman,36.0,60.0,England,Liverpool,45000000.0,6.0,1.0,Central Midfield,46.0,7.0,3.0,2437.0,epl,10.0,3
24,No Agent,87.0,79.0,Hungary,Liverpool,80000000.0,55.0,16.0,Attacking Midfield,49.0,9.0,8.0,3430.0,epl,17.0,3
28,AS1,52.0,105.0,Colombia,Liverpool,70000000.0,0.0,0.0,Left Winger,0.0,0.0,0.0,0.0,epl,0.0,3
22,ROOF,46.0,31.0,England,Liverpool,30000000.0,0.0,0.0,Attacking Midfield,28.0,3.0,5.0,821.0,epl,8.0,3
33,No Agent,161.0,322.0,Egypt,Liverpool,50000000.0,103.0,58.0,Right Winger,52.0,23.0,34.0,4501.0,epl,57.0,3
26,SEG,75.0,123.0,Netherlands,Liverpool,70000000.0,0.0,0.0,Left Winger,49.0,7.0,18.0,2696.0,epl,25.0,3
27,LIAN Sports Group,55.0,79.0,Italy,Liverpool,14000000.0,51.0,7.0,Right Winger,14.0,2.0,2.0,466.0,epl,4.0,2
28,Gestifute,66.0,136.0,Portugal,Liverpool,40000000.0,49.0,14.0,Centre-Forward,37.0,4.0,9.0,1832.0,epl,13.0,3
25,No Agent,46.0,108.0,Uruguay,Liverpool,45000000.0,35.0,13.0,Centre-Forward,47.0,7.0,7.0,2038.0,epl,14.0,3
28,GG11,20.0,0.0,Italy,Tottenham,32000000.0,4.0,0.0,Goalkeeper,34.0,0.0,0.0,3060.0,epl,0.0,3
22,SPORT INVEST,4.0,0.0,Republic,Tottenham,15000000.0,0.0,0.0,Goalkeeper,39.0,0.0,0.0,3540.0,epl,0.0,2
26,Unique Sports Group,5.0,0.0,England,Tottenham,600000.0,0.0,0.0,Goalkeeper,3.0,0.0,0.0,270.0,epl,0.0,0
37,CAA Stellar,20.0,0.0,England,Tottenham,1000000.0,6.0,0.0,Goalkeeper,13.0,0.0,0.0,1170.0,epl,0.0,0
26,No Agent,4.0,0.0,England,Tottenham,500000.0,1.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,epl,0.0,0
27,No Agent,11.0,13.0,Argentina,Tottenham,50000000.0,44.0,3.0,Centre-Back,26.0,2.0,1.0,2102.0,epl,3.0,3
24,Team Raiola,10.0,8.0,Netherlands,Tottenham,50000000.0,0.0,0.0,Centre-Back,22.0,2.0,0.0,1678.0,epl,2.0,3
26,HD,14.0,16.0,Austria,Tottenham,25000000.0,25.0,0.0,Centre-Back,29.0,0.0,0.0,2390.0,epl,0.0,3
22,No Agent,15.0,19.0,Italy,Tottenham,40000000.0,12.0,0.0,Left-Back,36.0,1.0,0.0,2822.0,epl,1.0,3
23,GG11,2.0,12.0,Romania,Tottenham,25000000.0,27.0,1.0,Centre-Back,28.0,0.0,0.0,2180.0,epl,0.0,3
32,CAA Stellar,29.0,12.0,Wales,Tottenham,6000000.0,96.0,3.0,Centre-Back,28.0,0.0,0.0,2176.0,epl,0.0,2
24,No Agent,12.0,8.0,England,Tottenham,20000000.0,6.0,0.0,Left-Back,35.0,3.0,2.0,2418.0,epl,5.0,3
25,No Agent,44.0,27.0,Spain,Tottenham,38000000.0,10.0,0.0,Right-Back,51.0,9.0,4.0,4130.0,epl,13.0,3
28,No Agent,26.0,14.0,Spain,Tottenham,6000000.0,6.0,0.0,Left-Back,6.0,0.0,0.0,316.0,epl,0.0,2
19,No Agent,7.0,4.0,England,Tottenham,38000000.0,12.0,1.0,Defensive Midfield,46.0,0.0,0.0,3244.0,epl,0.0,3
28,No Agent,5.0,15.0,Mali,Tottenham,25000000.0,36.0,5.0,Defensive Midfield,44.0,0.0,2.0,2514.0,epl,2.0,3
22,No Agent,10.0,14.0,Senegal,Tottenham,32000000.0,24.0,1.0,Central Midfield,55.0,3.0,6.0,2925.0,epl,9.0,3
27,No Agent,29.0,13.0,Uruguay,Tottenham,30000000.0,69.0,3.0,Defensive Midfield,44.0,1.0,2.0,2976.0,epl,3.0,3
19,Nordic Sky,11.0,11.0,Sweden,Tottenham,38000000.0,4.0,0.0,Central Midfield,45.0,4.0,1.0,2334.0,epl,5.0,3
25,No Agent,75.0,78.0,Sweden,Tottenham,50000000.0,45.0,5.0,Attacking Midfield,50.0,11.0,10.0,3449.0,epl,21.0,3
28,No Agent,88.0,95.0,England,Tottenham,42000000.0,7.0,0.0,Attacking Midfield,45.0,11.0,12.0,2718.0,epl,23.0,3
17,No Agent,17.0,22.0,England,Tottenham,18000000.0,9.0,1.0,Left Winger,22.0,4.0,3.0,1029.0,epl,7.0,3
32,No Agent,115.0,238.0,South,Tottenham,20000000.0,134.0,51.0,Left Winger,46.0,12.0,11.0,3188.0,epl,23.0,3
29,Sports360 GmbH,98.0,211.0,Germany,Tottenham,7000000.0,57.0,24.0,Left Winger,0.0,0.0,0.0,0.0,epl,0.0,2
20,No Agent,9.0,32.0,France,Tottenham,20000000.0,9.0,1.0,Right Winger,22.0,0.0,4.0,1098.0,epl,4.0,3
24,Unique Sports Group,36.0,70.0,Wales,Tottenham,40000000.0,37.0,6.0,Right Winger,51.0,7.0,18.0,3316.0,epl,25.0,3
27,No Agent,43.0,139.0,England,Tottenham,40000000.0,3.0,0.0,Centre-Forward,45.0,8.0,16.0,3393.0,epl,24.0,3
20,No Agent,9.0,31.0,France,Tottenham,35000000.0,13.0,6.0,Centre-Forward,34.0,3.0,3.0,1715.0,epl,6.0,3
28,No Agent,38.0,106.0,Brazil,Tottenham,20000000.0,50.0,20.0,Centre-Forward,24.0,2.0,5.0,942.0,epl,7.0,3
21,No Agent,10.0,38.0,England,Tottenham,2000000.0,22.0,10.0,Centre-Forward,27.0,3.0,5.0,1017.0,epl,8.0,1
33,CAA Stellar,17.0,0.0,England,Newcastle,8000000.0,10.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,epl,0.0,2
31,No Agent,28.0,0.0,Greece,Newcastle,5000000.0,48.0,0.0,Goalkeeper,1.0,0.0,0.0,45.0,epl,0.0,1
36,1863,9.0,0.0,Slovakia,Newcastle,1000000.0,50.0,0.0,Goalkeeper,16.0,0.0,0.0,1425.0,epl,0.0,0
25,Muy Manero,12.0,23.0,Netherlands,Newcastle,42000000.0,0.0,0.0,Centre-Back,11.0,0.0,0.0,645.0,epl,0.0,3
38,Wasserman,13.0,0.0,England,Newcastle,150000.0,1.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,epl,0.0,0
33,Sports360 GmbH,21.0,48.0,Switzerland,Newcastle,7000000.0,86.0,8.0,Centre-Back,42.0,1.0,6.0,3633.0,epl,7.0,2
33,SMI Sports ...,13.0,0.0,England,Newcastle,200000.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,epl,0.0,0
33,No Agent,9.0,23.0,England,Newcastle,6000000.0,2.0,0.0,Centre-Back,46.0,1.0,2.0,3974.0,epl,3.0,2
31,Unique Sports Group,5.0,20.0,England,Newcastle,4000000.0,2.0,0.0,Centre-Back,0.0,0.0,0.0,0.0,epl,0.0,1
20,Wasserman,24.0,15.0,England,Newcastle,32000000.0,0.0,0.0,Left-Back,34.0,5.0,0.0,2661.0,epl,5.0,3
27,No Agent,9.0,4.0,Ireland,Newcastle,2500000.0,39.0,0.0,Left-Back,0.0,0.0,0.0,0.0,epl,0.0,1
29,No Agent,19.0,9.0,England,Newcastle,5000000.0,13.0,0.0,Left-Back,7.0,3.0,0.0,334.0,epl,3.0,1
20,Wasserman,6.0,4.0,Ireland,Newcastle,300000.0,8.0,0.0,Left-Back,0.0,0.0,0.0,0.0,epl,0.0,0
34,No Agent,102.0,14.0,England,Newcastle,4000000.0,54.0,1.0,Right-Back,32.0,4.0,0.0,1768.0,epl,4.0,1
22,Wasserman,19.0,6.0,England,Newcastle,40000000.0,11.0,0.0,Right-Back,45.0,1.0,0.0,3459.0,epl,1.0,3
30,No Agent,0.0,0.0,Sweden,Newcastle,2000000.0,50.0,0.0,Right-Back,0.0,0.0,0.0,0.0,epl,0.0,1
23,Wasserman,14.0,7.0,Scotland,Newcastle,1400000.0,3.0,1.0,Right-Back,31.0,1.0,0.0,1740.0,epl,1.0,0
30,Unique Sports Group,16.0,10.0,Jamaica,Newcastle,700000.0,7.0,0.0,Defensive Midfield,17.0,0.0,0.0,946.0,epl,0.0,0
27,Bertolucci Sports,37.0,33.0,Brazil,Newcastle,80000000.0,35.0,1.0,Defensive Midfield,47.0,8.0,5.0,3858.0,epl,13.0,3
25,GR Sports,34.0,32.0,Italy,Newcastle,60000000.0,0.0,0.0,Central Midfield,45.0,3.0,6.0,3309.0,epl,9.0,3
25,No Agent,29.0,47.0,England,Newcastle,22000000.0,4.0,0.0,Central Midfield,41.0,2.0,3.0,1524.0,epl,5.0,3
19,Unique Sports Group,12.0,10.0,England,Newcastle,22000000.0,2.0,0.0,Central Midfield,21.0,0.0,2.0,666.0,epl,2.0,3
28,ROGON,43.0,66.0,Brazil,Newcastle,35000000.0,0.0,0.0,Central Midfield,0.0,0.0,0.0,0.0,epl,0.0,3
27,No Agent,26.0,37.0,England,Newcastle,20000000.0,0.0,0.0,Central Midfield,32.0,1.0,0.0,1203.0,epl,1.0,3
24,Unique Sports Group,41.0,53.0,England,Newcastle,65000000.0,0.0,0.0,Left Winger,42.0,7.0,9.0,2946.0,epl,16.0,3
22,Wasserman,23.0,22.0,England,Newcastle,275000.0,3.0,0.0,Attacking Midfield,35.0,2.0,6.0,2004.0,epl,8.0,0
27,Wasserman,62.0,92.0,England,Newcastle,35000000.0,1.0,0.0,Left Winger,40.0,5.0,9.0,2121.0,epl,14.0,3
30,Wasserman,79.0,73.0,England,Newcastle,16000000.0,6.0,1.0,Right Winger,41.0,14.0,9.0,2781.0,epl,23.0,3
25,Universal Twenty Two,30.0,144.0,Sweden,Newcastle,120000000.0,52.0,16.0,Centre-Forward,42.0,6.0,27.0,3324.0,epl,33.0,3
33,Unique Sports Group,48.0,141.0,England,Newcastle,8000000.0,9.0,2.0,Centre-Forward,0.0,0.0,0.0,0.0,epl,0.0,2
21,CAA Stellar,3.0,11.0,Denmark,Newcastle,7000000.0,14.0,8.0,Centre-Forward,19.0,2.0,2.0,413.0,epl,4.0,2
27,No Agent,0.0,0.0,Türkiye,Man Utd,8000000.0,10.0,0.0,Goalkeeper,10.0,0.0,0.0,930.0,epl,0.0,2
39,No Agent,8.0,0.0,England,Man Utd,200000.0,3.0,0.0,Goalkeeper,1.0,0.0,0.0,90.0,epl,0.0,0
27,Score Futbol,15.0,12.0,Argentina,Man Utd,40000000.0,26.0,1.0,Centre-Back,32.0,2.0,2.0,2710.0,epl,4.0,3
19,Gestifute,2.0,4.0,France,Man Utd,55000000.0,1.0,0.0,Centre-Back,33.0,1.0,1.0,2054.0,epl,2.0,3
25,Rafaela Pimenta,13.0,36.0,Netherlands,Man Utd,38000000.0,50.0,2.0,Centre-Back,42.0,0.0,2.0,3116.0,epl,2.0,3
37,No Agent,16.0,24.0,Ireland,Man Utd,1000000.0,107.0,6.0,Centre-Back,13.0,0.0,1.0,647.0,epl,1.0,0
30,No Agent,12.0,9.0,Sweden,Man Utd,8000000.0,71.0,3.0,Centre-Back,25.0,0.0,0.0,1225.0,epl,0.0,2
29,CAA Stellar,32.0,4.0,England,Man Utd,12000000.0,34.0,3.0,Left-Back,12.0,0.0,0.0,586.0,epl,0.0,2
18,No Agent,1.0,0.0,England,Man Utd,5000000.0,2.0,0.0,Centre-Back,22.0,0.0,0.0,1523.0,epl,0.0,1
18,No Agent,8.0,1.0,England,Man Utd,5000000.0,7.0,0.0,Left-Back,0.0,0.0,0.0,0.0,epl,0.0,1
26,Proeleven S.A.,30.0,15.0,Portugal,Man Utd,30000000.0,29.0,3.0,Right-Back,53.0,5.0,3.0,4453.0,epl,8.0,3
24,Gestifute,15.0,6.0,Uruguay,Man Utd,45000000.0,29.0,1.0,Defensive Midfield,45.0,6.0,2.0,2893.0,epl,8.0,3
21,No Agent,3.0,0.0,England,Man Utd,5000000.0,3.0,0.0,Defensive Midfield,16.0,0.0,0.0,737.0,epl,0.0,1
33,No Agent,59.0,64.0,Brazil,Man Utd,10000000.0,77.0,7.0,Defensive Midfield,42.0,3.0,5.0,2799.0,epl,8.0,2
27,Rafaela Pimenta,32.0,23.0,Morocco,Man Utd,25000000.0,33.0,2.0,Right-Back,57.0,3.0,0.0,4491.0,epl,3.0,3
33,No Agent,179.0,123.0,Denmark,Man Utd,4000000.0,144.0,46.0,Central Midfield,35.0,6.0,5.0,1733.0,epl,11.0,1
20,CAA Stellar,8.0,13.0,England,Man Utd,50000000.0,10.0,0.0,Central Midfield,37.0,1.0,2.0,2079.0,epl,3.0,3
20,CAA Stellar,12.0,6.0,England,Man Utd,800000.0,2.0,0.0,Central Midfield,10.0,4.0,1.0,681.0,epl,5.0,0
20,No Agent,5.0,12.0,Denmark,Man Utd,25000000.0,0.0,0.0,Left Midfield,43.0,2.0,3.0,3522.0,epl,5.0,3
26,No Agent,63.0,69.0,England,Man Utd,28000000.0,36.0,5.0,Attacking Midfield,0.0,0.0,0.0,0.0,epl,0.0,3
20,No Agent,32.0,49.0,Argentina,Man Utd,45000000.0,8.0,0.0,Attacking Midfield,58.0,10.0,11.0,3568.0,epl,21.0,3
30,AS1,154.0,186.0,Portugal,Man Utd,50000000.0,80.0,25.0,Attacking Midfield,0.0,0.0,0.0,0.0,epl,0.0,3
22,No Agent,41.0,75.0,d'Ivoire,Man Utd,45000000.0,6.0,1.0,Right Winger,43.0,10.0,11.0,2758.0,epl,21.0,3
22,SEG,18.0,70.0,Denmark,Man Utd,35000000.0,26.0,8.0,Centre-Forward,52.0,4.0,10.0,3322.0,epl,14.0,3
24,No Agent,52.0,90.0,Netherlands,Man Utd,30000000.0,6.0,1.0,Centre-Forward,49.0,3.0,7.0,2256.0,epl,10.0,3
32,Universal Twenty Two,29.0,0.0,Argentina,Aston Villa,20000000.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,epl,0.0,3
28,InterStarDeporte,8.0,17.0,Spain,Aston Villa,32000000.0,24.0,1.0,Centre-Back,34.0,2.0,0.0,2788.0,epl,2.0,3
27,CAA Stellar,4.0,11.0,England,Aston Villa,35000000.0,12.0,0.0,Centre-Back,50.0,0.0,3.0,4314.0,epl,3.0,3
35,No Agent,12.0,0.0,Sweden,Aston Villa,1000000.0,0.0,0.0,Goalkeeper,5.0,0.0,0.0,315.0,epl,0.0,0
32,Wasserman,18.0,9.0,England,Aston Villa,5000000.0,18.0,2.0,Centre-Back,22.0,1.0,0.0,1748.0,epl,1.0,1
27,No Agent,6.0,24.0,France,Aston Villa,22000000.0,5.0,0.0,Centre-Back,0.0,0.0,0.0,0.0,epl,0.0,3
23,Epic Maatsen,23.0,16.0,Netherlands,Aston Villa,28000000.0,0.0,0.0,Left-Back,0.0,0.0,0.0,0.0,epl,0.0,3
31,No Agent,52.0,18.0,France,Aston Villa,10000000.0,52.0,0.0,Left-Back,45.0,7.0,0.0,3345.0,epl,7.0,2
27,Two Touch Agency,29.0,27.0,Poland,Aston Villa,25000000.0,19.0,2.0,Right-Back,38.0,2.0,1.0,2835.0,epl,3.0,3
29,No Agent,5.0,10.0,England,Aston Villa,1000000.0,10.0,0.0,Centre-Back,0.0,0.0,0.0,0.0,epl,0.0,0
22,InterStarDeporte,6.0,4.0,Spain,Aston Villa,7000000.0,3.0,0.0,Right-Back,33.0,3.0,3.0,2468.0,epl,6.0,2
23,BTFM,7.0,18.0,Belgium,Aston Villa,50000000.0,0.0,0.0,Defensive Midfield,34.0,0.0,5.0,2042.0,epl,5.0,3
21,Wasserman,9.0,4.0,Netherlands,Aston Villa,6000000.0,1.0,0.0,Defensive Midfield,18.0,0.0,0.0,1036.0,epl,0.0,2
25,No Agent,8.0,6.0,France,Aston Villa,40000000.0,5.0,0.0,Defensive Midfield,42.0,0.0,1.0,2886.0,epl,1.0,3
28,No Agent,78.0,77.0,Belgium,Aston Villa,38000000.0,77.0,10.0,Central Midfield,53.0,10.0,5.0,4511.0,epl,15.0,3
30,No Agent,76.0,51.0,Scotland,Aston Villa,16000000.0,77.0,20.0,Central Midfield,49.0,6.0,4.0,3306.0,epl,10.0,3
31,Wasserman,52.0,66.0,England,Aston Villa,6000000.0,0.0,0.0,Central Midfield,0.0,0.0,0.0,0.0,epl,0.0,2
24,Unique Sports Group,30.0,44.0,England,Aston Villa,32000000.0,16.0,4.0,Left Midfield,46.0,7.0,4.0,2319.0,epl,11.0,3
29,Gestifute,68.0,87.0,Spain,Aston Villa,20000000.0,0.0,0.0,Attacking Midfield,37.0,5.0,10.0,1874.0,epl,15.0,3
22,Footwork,43.0,60.0,England,Aston Villa,55000000.0,0.0,0.0,Attacking Midfield,54.0,15.0,14.0,4496.0,epl,29.0,3
27,No Agent,83.0,147.0,England,Aston Villa,50000000.0,62.0,17.0,Left Winger,41.0,9.0,11.0,2440.0,epl,20.0,3
26,Wasserman,52.0,130.0,Netherlands,Aston Villa,25000000.0,43.0,11.0,Right Winger,38.0,1.0,8.0,1349.0,epl,9.0,3
29,Two Touch Agency,74.0,162.0,England,Aston Villa,40000000.0,18.0,5.0,Centre-Forward,0.0,0.0,0.0,0.0,epl,0.0,3
27,No Agent,68.0,76.0,Jamaica,Aston Villa,28000000.0,36.0,6.0,Right Winger,38.0,4.0,2.0,2072.0,epl,6.0,3
22,No Agent,8.0,0.0,Netherlands,Brighton,30000000.0,20.0,0.0,Goalkeeper,40.0,0.0,0.0,3660.0,epl,0.0,3
25,No Agent,1.0,0.0,Canada,Brighton,600000.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,epl,0.0,0
27,No Agent,3.0,2.0,Brazil,Brighton,20000000.0,0.0,0.0,Centre-Back,16.0,0.0,0.0,1230.0,epl,0.0,3
34,Murdock Sports Group,12.0,0.0,England,Brighton,1500000.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,epl,0.0,0
23,No Agent,5.0,0.0,England,Brighton,3000000.0,1.0,0.0,Goalkeeper,3.0,0.0,0.0,300.0,epl,0.0,1
25,No Agent,7.0,17.0,Netherlands,Brighton,32000000.0,5.0,0.0,Centre-Back,39.0,1.0,1.0,3449.0,epl,2.0,3
23,No Agent,6.0,15.0,Ireland,Brighton,8000000.0,4.0,0.0,Centre-Back,24.0,0.0,1.0,1867.0,epl,1.0,2
27,Gestifute,29.0,11.0,Ecuador,Brighton,30000000.0,48.0,4.0,Left-Back,36.0,1.0,1.0,2847.0,epl,2.0,3
30,No Agent,12.0,17.0,England,Brighton,11000000.0,5.0,0.0,Centre-Back,20.0,1.0,1.0,1394.0,epl,2.0,2
25,Wasserman,39.0,32.0,Türkiye,Brighton,25000000.0,22.0,1.0,Left-Back,13.0,0.0,3.0,739.0,epl,3.0,3
33,CAA Stellar,15.0,31.0,England,Brighton,6000000.0,6.0,0.0,Centre-Back,27.0,0.0,0.0,2158.0,epl,0.0,2
33,No Agent,21.0,16.0,Netherlands,Brighton,4000000.0,28.0,2.0,Right-Back,24.0,2.0,0.0,1889.0,epl,2.0,1
22,CAA Stellar,4.0,6.0,England,Brighton,600000.0,0.0,0.0,Right-Back,45.0,1.0,1.0,3841.0,epl,2.0,0
24,AC Talent,23.0,10.0,Ghana,Brighton,11000000.0,8.0,0.0,Right-Back,20.0,2.0,3.0,1218.0,epl,5.0,2
20,CAA Stellar,15.0,19.0,England,Brighton,24000000.0,7.0,0.0,Central Midfield,31.0,3.0,5.0,2268.0,epl,8.0,3
25,No Agent,33.0,32.0,Netherlands,Brighton,25000000.0,14.0,1.0,Defensive Midfield,28.0,5.0,1.0,1165.0,epl,6.0,3
21,No Agent,4.0,5.0,Cameroon,Brighton,40000000.0,4.0,0.0,Defensive Midfield,0.0,0.0,0.0,0.0,epl,0.0,3
21,No Agent,4.0,9.0,Sweden,Brighton,22000000.0,12.0,2.0,Central Midfield,39.0,1.0,2.0,2262.0,epl,3.0,3
28,No Agent,45.0,64.0,Japan,Brighton,40000000.0,27.0,8.0,Left Winger,41.0,4.0,11.0,2966.0,epl,15.0,3
24,No Agent,55.0,44.0,Denmark,Brighton,22000000.0,4.0,0.0,Central Midfield,26.0,4.0,2.0,1218.0,epl,6.0,3
22,No Agent,12.0,14.0,Paraguay,Brighton,14000000.0,0.0,0.0,Central Midfield,20.0,1.0,1.0,669.0,epl,2.0,2
23,Fidus Sports,29.0,51.0,d'Ivoire,Brighton,28000000.0,14.0,2.0,Left Winger,33.0,2.0,5.0,1411.0,epl,7.0,3
39,No Agent,134.0,85.0,England,Brighton,1000000.0,61.0,1.0,Central Midfield,4.0,0.0,0.0,173.0,epl,0.0,0
23,No Agent,4.0,13.0,Ecuador,Brighton,7000000.0,24.0,2.0,Left Winger,39.0,0.0,5.0,1392.0,epl,5.0,2
21,Robert Schneider,15.0,23.0,Germany,Brighton,25000000.0,14.0,2.0,Right Winger,25.0,5.0,1.0,879.0,epl,6.0,3
20,No Agent,16.0,24.0,Gambia,Brighton,30000000.0,10.0,4.0,Right Winger,37.0,5.0,7.0,2276.0,epl,12.0,3
20,No Agent,16.0,31.0,England,Brighton,2000000.0,3.0,0.0,Right Winger,24.0,0.0,1.0,841.0,epl,1.0,1
23,Promanager,20.0,64.0,Brazil,Brighton,50000000.0,3.0,0.0,Centre-Forward,30.0,7.0,10.0,2136.0,epl,17.0,3
30,No Agent,32.0,28.0,England,Brighton,6000000.0,3.0,1.0,Right Winger,11.0,1.0,1.0,238.0,epl,2.0,2
33,No Agent,15.0,0.0,Belgium,Forest,7000000.0,11.0,0.0,Goalkeeper,42.0,0.0,0.0,3811.0,epl,0.0,2
23,ROGON,32.0,37.0,France,Brighton,32000000.0,2.0,0.0,Centre-Forward,34.0,5.0,8.0,2076.0,epl,13.0,3
34,No Agent,50.0,110.0,England,Brighton,5000000.0,42.0,16.0,Centre-Forward,36.0,4.0,11.0,2390.0,epl,15.0,1
38,CAA Stellar,6.0,0.0,Wales,Forest,150000.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,epl,0.0,0
27,LIAN Sports Group,8.0,26.0,Serbia,Forest,35000000.0,66.0,3.0,Centre-Back,40.0,2.0,5.0,3570.0,epl,7.0,3
22,No Agent,2.0,4.0,Brazil,Forest,55000000.0,1.0,0.0,Centre-Back,0.0,0.0,0.0,0.0,epl,0.0,3
26,No Agent,6.0,0.0,Brazil,Forest,4000000.0,0.0,0.0,Goalkeeper,3.0,0.0,0.0,239.0,epl,0.0,1
23,Bertolucci Sports,4.0,7.0,Brazil,Forest,14000000.0,0.0,0.0,Centre-Back,30.0,0.0,0.0,1194.0,epl,0.0,2
20,No Agent,1.0,5.0,Zealand,Forest,1200000.0,3.0,0.0,Centre-Back,47.0,0.0,3.0,4182.0,epl,3.0,0
34,Sport Cover,8.0,20.0,d'Ivoire,Forest,1500000.0,23.0,1.0,Centre-Back,9.0,0.0,0.0,446.0,epl,0.0,0
32,No Agent,32.0,24.0,Spain,Forest,7000000.0,0.0,0.0,Left-Back,19.0,1.0,0.0,1312.0,epl,1.0,2
29,Wasserman,46.0,17.0,England,Forest,3000000.0,5.0,0.0,Left-Back,7.0,0.0,0.0,435.0,epl,0.0,1
24,Unique Sports Group,22.0,7.0,Wales,Forest,20000000.0,47.0,4.0,Right-Back,39.0,3.0,1.0,2802.0,epl,4.0,3
24,Bertolucci Sports,13.0,18.0,Brazil,Forest,28000000.0,0.0,0.0,Defensive Midfield,13.0,0.0,0.0,505.0,epl,0.0,3
27,No Agent,18.0,17.0,d'Ivoire,Forest,24000000.0,43.0,11.0,Defensive Midfield,17.0,3.0,0.0,770.0,epl,3.0,3
22,CAA Stellar,22.0,33.0,England,Forest,32000000.0,9.0,1.0,Central Midfield,42.0,6.0,2.0,3123.0,epl,8.0,3
28,No Agent,16.0,10.0,Nigeria,Forest,22000000.0,46.0,0.0,Right-Back,37.0,1.0,2.0,3242.0,epl,3.0,3
26,No Agent,16.0,17.0,Argentina,Forest,18000000.0,11.0,1.0,Central Midfield,39.0,1.0,0.0,2316.0,epl,1.0,3
27,No Agent,0.0,0.0,England,Forest,12000000.0,0.0,0.0,Central Midfield,39.0,1.0,4.0,2289.0,epl,5.0,2
