age,agent,birth_date,career_stats_career_appearances,career_stats_career_assists,career_stats_career_goals,career_stats_career_minutes,citizenship,club,height,market_value,name,national_caps,national_goals,position,profile_url,season_stats_appearances,season_stats_assists,season_stats_goals,season_stats_minutes
21,,"Jan 6, 2004",117,7,3,8657,Belgium,Chelsea,"1,81 m","€40.00m May 30, 2025",Roméo Lavia,,,Defensive Midfield,https://www.transfermarkt.com/romeo-lavia/profil/spieler/628451,,,,
24,,"Jan 17, 2001",227,39,34,17633,Argentina,Chelsea,"1,78 m","€75.00m May 30, 2025",Enzo Fernández,37,5,Central Midfield,https://www.transfermarkt.com/enzo-fernandez/profil/spieler/648195,48,14,9,"3,634'"
21,Bertolucci Sports,"May 3, 2004",104,5,25,8397,Brazil,Chelsea,"1,80 m","€35.00m Jun 3, 2025",Andrey Santos,2,0,Central Midfield,https://www.transfermarkt.com/andrey-santos/profil/spieler/743600,34,5,11,"3,024'"
20,AS1,"Mar 14, 2005",92,2,1,5775,Portugal,Chelsea,"1,78 m","€20.00m Jun 9, 2025",Dário Essugo,8,0,Defensive Midfield,https://www.transfermarkt.com/dario-essugo/profil/spieler/670717,30,-,1,"1,974'"
26,Wasserman,"Sep 6, 1998",299,41,34,22530,England,Chelsea,"1,76 m","€20.00m May 30, 2025",Kiernan Dewsbury-Hall,,,Central Midfield,https://www.transfermarkt.com/kiernan-dewsbury-hall/profil/spieler/475188,31,4,4,"1,667'"
27,,"Nov 14, 1997",351,70,112,21932,France,Chelsea,"1,77 m","€35.00m May 30, 2025",Christopher Nkunku,14,1,Attacking Midfield,https://www.transfermarkt.com/christopher-nkunku/profil/spieler/344381,43,5,14,"2,045'"
19,Classico,"Jan 18, 2006",46,,4,2699,France,Chelsea,"1,77 m","€10.00m May 30, 2025",Mathis Amougou,14,0,Central Midfield,https://www.transfermarkt.com/mathis-amougou/profil/spieler/1010854,20,-,-,969'
25,,"Mar 25, 2000",326,94,94,22142,England,Chelsea,"1,80 m","€28.00m May 30, 2025",Jadon Sancho,23,3,Left Winger,https://www.transfermarkt.com/jadon-sancho/profil/spieler/401173,42,10,5,"2,426'"
23,,"May 6, 2002",198,48,88,13738,England,Chelsea,"1,85 m","€120.00m May 30, 2025",Cole Palmer,12,2,Attacking Midfield,https://www.transfermarkt.com/cole-palmer/profil/spieler/568177,48,12,15,"3,857'"
24,ProStar,"Jan 5, 2001",150,30,22,7982,Ukraine,Chelsea,"1,75 m","€18.00m May 30, 2025",Mykhaylo Mudryk,28,3,Left Winger,https://www.transfermarkt.com/mykhaylo-mudryk/profil/spieler/537860,15,5,3,849'
23,,"Mar 10, 2002",214,35,58,11700,England,Chelsea,"1,82 m","€40.00m May 30, 2025",Noni Madueke,7,0,Right Winger,https://www.transfermarkt.com/noni-madueke/profil/spieler/503987,43,5,11,"2,521'"
19,,"Feb 4, 2006",94,24,23,5233,England,Chelsea,"1,81 m","€10.00m May 30, 2025",Tyrique George,12,1,Left Winger,https://www.transfermarkt.com/tyrique-george/profil/spieler/936874,37,11,6,"2,030'"
25,Gestifute,"Mar 9, 2000",203,37,25,11749,Portugal,Chelsea,"1,74 m","€50.00m May 30, 2025",Pedro Neto,17,2,Right Winger,https://www.transfermarkt.com/pedro-neto/profil/spieler/487465,,,,
24,Epic Jackson,"Jun 20, 2001",172,27,51,11399,Senegal,Chelsea,"1,87 m","€50.00m May 30, 2025",Nicolas Jackson,14,0,Centre-Forward,https://www.transfermarkt.com/nicolas-jackson/profil/spieler/776890,36,6,13,"2,505'"
22,CAA Stellar,"Feb 8, 2003",181,21,72,11543,England,Chelsea,"1,86 m","€40.00m May 30, 2025",Liam Delap,12,3,Centre-Forward,https://www.transfermarkt.com/liam-delap/profil/spieler/610849,42,3,12,"2,759'"
19,,"Jan 4, 2006",47,4,16,1958,Spain,Chelsea,"1,87 m","€8.00m May 30, 2025",Marc Guiu,,,Centre-Forward,https://www.transfermarkt.com/marc-guiu/profil/spieler/938158,15,-,6,588'
32,,"Oct 2, 1992",463,13,1,41586,Brazil,Liverpool,"1,93 m","€20.00m May 30, 2025",Alisson,74,0,Goalkeeper,https://www.transfermarkt.com/alisson/profil/spieler/105470,35,,,"3,169'"
21,Unique Sports Group,"Sep 3, 2003",107,10,,9531,England,Liverpool,"1,90 m","€500k May 30, 2025",Harvey Davies,,,Goalkeeper,https://www.transfermarkt.com/harvey-davies/profil/spieler/706815,14,,,"1,275'"
26,CAA Stellar,"May 25, 1999",242,5,10,19094,France,Liverpool,"1,94 m","€60.00m May 30, 2025",Ibrahima Konaté,23,0,Centre-Back,https://www.transfermarkt.com/ibrahima-konate/profil/spieler/357119,42,2,2,"3,372'"
26,ROOF,"Nov 23, 1998",119,4,,10800,Ireland,Liverpool,"1,88 m","€20.00m May 30, 2025",Caoimhín Kelleher,23,0,Goalkeeper,https://www.transfermarkt.com/caoimhin-kelleher/profil/spieler/340918,,,,
23,SPORT INVEST,"Jul 23, 2001",135,3,,12085,Republic,Liverpool,"1,90 m","€4.00m May 30, 2025",Vitezslav Jaros,1,0,Goalkeeper,https://www.transfermarkt.com/vitezslav-jaros/profil/spieler/486604,2,,,101'
33,ROOF,"Jul 8, 1991",584,25,58,51327,Netherlands,Liverpool,"1,95 m","€23.00m May 30, 2025",Virgil van Dijk,82,10,Centre-Back,https://www.transfermarkt.com/virgil-van-dijk/profil/spieler/139208,49,1,5,"4,437'"
22,,"Jan 29, 2003",153,7,9,11495,England,Liverpool,"1,90 m","€20.00m May 30, 2025",Jarell Quansah,11,0,Centre-Back,https://www.transfermarkt.com/jarell-quansah/profil/spieler/632349,25,-,-,"1,290'"
28,Wasserman,"May 23, 1997",274,11,1,18778,England,Liverpool,"1,88 m","€20.00m May 30, 2025",Joe Gomez,15,0,Centre-Back,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,17,-,-,874'
29,Prosport ...,"May 12, 1996",310,37,14,22811,Greece,Liverpool,"1,79 m","€18.00m May 30, 2025",Konstantinos Tsimikas,41,0,Left-Back,https://www.transfermarkt.com/konstantinos-tsimikas/profil/spieler/338070,29,2,-,"1,674'"
31,,"Mar 11, 1994",544,86,23,45373,Scotland,Liverpool,"1,78 m","€18.00m May 30, 2025",Andrew Robertson,84,4,Left-Back,https://www.transfermarkt.com/andrew-robertson/profil/spieler/234803,45,2,-,"3,320'"
21,,"Jul 9, 2003",173,28,15,12523,Ireland,Liverpool,"1,81 m","€30.00m May 30, 2025",Conor Bradley,17,3,Right-Back,https://www.transfermarkt.com/conor-bradley/profil/spieler/624258,29,4,-,"1,385'"
23,Team Raiola,"May 16, 2002",309,39,40,21830,Netherlands,Liverpool,"1,90 m","€75.00m May 30, 2025",Ryan Gravenberch,20,1,Defensive Midfield,https://www.transfermarkt.com/ryan-gravenberch/profil/spieler/478573,49,4,-,"4,207'"
32,,"Feb 9, 1993",514,29,49,41573,Japan,Liverpool,"1,78 m","€8.00m May 30, 2025",Wataru Endo,70,4,Defensive Midfield,https://www.transfermarkt.com/wataru-endo/profil/spieler/146310,32,-,-,865'
22,SEG,"Oct 31, 2002",173,27,19,12714,England,Liverpool,"1,85 m","€7.00m May 30, 2025",Tyler Morton,11,1,Defensive Midfield,https://www.transfermarkt.com/tyler-morton/profil/spieler/618494,11,2,3,761'
26,,"Dec 24, 1998",310,36,48,21235,Argentina,Liverpool,"1,76 m","€100.00m May 30, 2025",Alexis Mac Allister,38,4,Central Midfield,https://www.transfermarkt.com/alexis-mac-allister/profil/spieler/534033,49,6,7,"3,570'"
24,Wasserman,"Jan 30, 2001",260,36,60,16485,England,Liverpool,"1,85 m","€45.00m May 30, 2025",Curtis Jones,6,1,Central Midfield,https://www.transfermarkt.com/curtis-jones/profil/spieler/433188,46,7,3,"2,437'"
24,,"Oct 25, 2000",320,87,79,21480,Hungary,Liverpool,"1,87 m","€80.00m May 30, 2025",Dominik Szoboszlai,55,16,Attacking Midfield,https://www.transfermarkt.com/dominik-szoboszlai/profil/spieler/451276,49,9,8,"3,430'"
28,AS1,"Jan 13, 1997",421,52,105,27415,Colombia,Liverpool,"1,80 m","€70.00m May 30, 2025",Luis Díaz,,,Left Winger,https://www.transfermarkt.com/luis-diaz/profil/spieler/480692,,,,
22,ROOF,"Apr 4, 2003",239,46,31,13613,England,Liverpool,"1,70 m","€30.00m May 30, 2025",Harvey Elliott,,,Attacking Midfield,https://www.transfermarkt.com/harvey-elliott/profil/spieler/565822,28,3,5,821'
33,,"Jun 15, 1992",653,161,322,49993,Egypt,Liverpool,"1,75 m","€50.00m May 30, 2025",Mohamed Salah,103,58,Right Winger,https://www.transfermarkt.com/mohamed-salah/profil/spieler/148455,52,23,34,"4,501'"
26,SEG,"May 7, 1999",348,75,123,22492,Netherlands,Liverpool,"1,93 m","€70.00m May 30, 2025",Cody Gakpo,,,Left Winger,https://www.transfermarkt.com/cody-gakpo/profil/spieler/434675,49,7,18,"2,696'"
27,LIAN Sports Group,"Oct 25, 1997",338,55,79,23186,Italy,Liverpool,"1,75 m","€14.00m May 30, 2025",Federico Chiesa,51,7,Right Winger,https://www.transfermarkt.com/federico-chiesa/profil/spieler/341092,14,2,2,466'
28,Gestifute,"Dec 4, 1996",398,66,136,25479,Portugal,Liverpool,"1,78 m","€40.00m May 30, 2025",Diogo Jota,49,14,Centre-Forward,https://www.transfermarkt.com/diogo-jota/profil/spieler/340950,37,4,9,"1,832'"
25,,"Jun 24, 1999",282,46,108,16841,Uruguay,Liverpool,"1,87 m","€45.00m May 30, 2025",Darwin Núñez,35,13,Centre-Forward,https://www.transfermarkt.com/darwin-nunez/profil/spieler/546543,47,7,7,"2,038'"
28,GG11,"Oct 7, 1996",315,20,,28450,Italy,Tottenham,"1,94 m","€32.00m May 30, 2025",Guglielmo Vicario,4,0,Goalkeeper,https://www.transfermarkt.com/guglielmo-vicario/profil/spieler/286047,34,,,"3,060'"
22,SPORT INVEST,"Mar 13, 2003",125,4,,11214,Republic,Tottenham,"1,90 m","€15.00m May 30, 2025",Antonín Kinský,0,0,Goalkeeper,https://www.transfermarkt.com/antonin-kinsky/profil/spieler/725912,39,,,"3,540'"
26,Unique Sports Group,"Jan 8, 1999",101,5,,9110,England,Tottenham,"1,88 m","€600k May 30, 2025",Brandon Austin,0,0,Goalkeeper,https://www.transfermarkt.com/brandon-austin/profil/spieler/428016,3,,,270'
37,CAA Stellar,"Mar 17, 1988",489,20,,43783,England,Tottenham,"2,01 m","€1.00m May 30, 2025",Fraser Forster,6,0,Goalkeeper,https://www.transfermarkt.com/fraser-forster/profil/spieler/52570,13,,,"1,170'"
26,,"Oct 2, 1998",81,4,,7047,England,Tottenham,"1,88 m","€500k May 30, 2025",Alfie Whiteman,1,0,Goalkeeper,https://www.transfermarkt.com/alfie-whiteman/profil/spieler/282823,-,,,0'
27,,"Apr 27, 1998",251,11,13,21258,Argentina,Tottenham,"1,85 m","€50.00m May 30, 2025",Cristian Romero,44,3,Centre-Back,https://www.transfermarkt.com/cristian-romero/profil/spieler/355915,26,2,1,"2,102'"
24,Team Raiola,"Apr 19, 2001",178,10,8,15220,Netherlands,Tottenham,"1,93 m","€50.00m May 30, 2025",Micky van de Ven,,,Centre-Back,https://www.transfermarkt.com/micky-van-de-ven/profil/spieler/557459,22,2,-,"1,678'"
26,HD,"Sep 19, 1998",255,14,16,20903,Austria,Tottenham,"1,90 m","€25.00m May 30, 2025",Kevin Danso,25,0,Centre-Back,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,29,-,-,"2,390'"
22,,"Nov 28, 2002",185,15,19,14547,Italy,Tottenham,"1,88 m","€40.00m May 30, 2025",Destiny Udogie,12,0,Left-Back,https://www.transfermarkt.com/destiny-udogie/profil/spieler/556385,36,1,-,"2,822'"
23,GG11,"Feb 3, 2002",182,2,12,14457,Romania,Tottenham,"1,91 m","€25.00m May 30, 2025",Radu Drăgușin,27,1,Centre-Back,https://www.transfermarkt.com/radu-dragusin/profil/spieler/568559,28,-,-,"2,180'"
32,CAA Stellar,"Apr 24, 1993",453,29,12,35460,Wales,Tottenham,"1,81 m","€6.00m May 30, 2025",Ben Davies,96,3,Centre-Back,https://www.transfermarkt.com/ben-davies/profil/spieler/192765,28,-,-,"2,176'"
24,,"Aug 9, 2000",243,12,8,17008,England,Tottenham,"1,84 m","€20.00m May 30, 2025",Djed Spence,6,0,Left-Back,https://www.transfermarkt.com/djed-spence/profil/spieler/483348,35,3,2,"2,418'"
25,,"Sep 13, 1999",258,44,27,19427,Spain,Tottenham,"1,73 m","€38.00m May 30, 2025",Pedro Porro,10,0,Right-Back,https://www.transfermarkt.com/pedro-porro/profil/spieler/553875,51,9,4,"4,130'"
28,,"Dec 16, 1996",268,26,14,19344,Spain,Tottenham,"1,78 m","€6.00m May 30, 2025",Sergio Reguilón,6,0,Left-Back,https://www.transfermarkt.com/sergio-reguilon/profil/spieler/282429,6,-,-,316'
19,,"Mar 12, 2006",135,7,4,10114,England,Tottenham,"1,87 m","€38.00m May 30, 2025",Archie Gray,12,1,Defensive Midfield,https://www.transfermarkt.com/archie-gray/profil/spieler/922693,46,-,-,"3,244'"
28,,"Aug 30, 1996",289,5,15,18761,Mali,Tottenham,"1,82 m","€25.00m May 30, 2025",Yves Bissouma,36,5,Defensive Midfield,https://www.transfermarkt.com/yves-bissouma/profil/spieler/410425,44,-,2,"2,514'"
22,,"Sep 14, 2002",172,10,14,9909,Senegal,Tottenham,"1,84 m","€32.00m May 30, 2025",Pape Matar Sarr,24,1,Central Midfield,https://www.transfermarkt.com/pape-matar-sarr/profil/spieler/568693,55,3,6,"2,925'"
27,,"Jun 25, 1997",360,29,13,23220,Uruguay,Tottenham,"1,87 m","€30.00m May 30, 2025",Rodrigo Bentancur,69,3,Defensive Midfield,https://www.transfermarkt.com/rodrigo-bentancur/profil/spieler/354362,44,1,2,"2,976'"
19,Nordic Sky,"Feb 2, 2006",104,11,11,5352,Sweden,Tottenham,"1,87 m","€38.00m May 30, 2025",Lucas Bergvall,4,0,Central Midfield,https://www.transfermarkt.com/lucas-bergvall/profil/spieler/866246,45,4,1,"2,334'"
25,,"Apr 25, 2000",343,75,78,23540,Sweden,Tottenham,"1,86 m","€50.00m May 30, 2025",Dejan Kulusevski,45,5,Attacking Midfield,https://www.transfermarkt.com/dejan-kulusevski/profil/spieler/431755,50,11,10,"3,449'"
28,,"Nov 23, 1996",391,88,95,27381,England,Tottenham,"1,75 m","€42.00m May 30, 2025",James Maddison,7,0,Attacking Midfield,https://www.transfermarkt.com/james-maddison/profil/spieler/294057,45,11,12,"2,718'"
17,,"Aug 11, 2007",55,17,22,3098,England,Tottenham,"1,80 m","€18.00m May 30, 2025",Mikey Moore,9,1,Left Winger,https://www.transfermarkt.com/mikey-moore/profil/spieler/1011147,22,4,3,"1,029'"
32,,"Jul 8, 1992",652,115,238,45916,South,Tottenham,"1,84 m","€20.00m May 30, 2025",Heung-min Son,134,51,Left Winger,https://www.transfermarkt.com/heung-min-son/profil/spieler/91845,46,12,11,"3,188'"
29,Sports360 GmbH,"Mar 6, 1996",509,98,211,34224,Germany,Tottenham,"1,80 m","€7.00m May 30, 2025",Timo Werner,57,24,Left Winger,https://www.transfermarkt.com/timo-werner/profil/spieler/170527,,,,
20,,"Nov 28, 2004",119,9,32,7242,France,Tottenham,"1,82 m","€20.00m May 30, 2025",Wilson Odobert,9,1,Right Winger,https://www.transfermarkt.com/wilson-odobert/profil/spieler/743498,22,-,4,"1,098'"
24,Unique Sports Group,"May 23, 2001",247,36,70,18546,Wales,Tottenham,"1,86 m","€40.00m May 30, 2025",Brennan Johnson,37,6,Right Winger,https://www.transfermarkt.com/brennan-johnson/profil/spieler/470607,51,7,18,"3,316'"
27,,"Sep 14, 1997",365,43,139,26754,England,Tottenham,"1,86 m","€40.00m May 30, 2025",Dominic Solanke,3,0,Centre-Forward,https://www.transfermarkt.com/dominic-solanke/profil/spieler/258889,45,8,16,"3,393'"
20,,"Apr 27, 2005",125,9,31,4799,France,Tottenham,"1,83 m","€35.00m May 30, 2025",Mathys Tel,13,6,Centre-Forward,https://www.transfermarkt.com/mathys-tel/profil/spieler/801734,34,3,3,"1,715'"
28,,"May 10, 1997",374,38,106,26104,Brazil,Tottenham,"1,84 m","€20.00m May 30, 2025",Richarlison,50,20,Centre-Forward,https://www.transfermarkt.com/richarlison/profil/spieler/378710,24,2,5,942'
21,,"Mar 24, 2004",134,10,38,6435,England,Tottenham,"1,80 m","€2.00m May 30, 2025",Dane Scarlett,22,10,Centre-Forward,https://www.transfermarkt.com/dane-scarlett/profil/spieler/670883,27,3,5,"1,017'"
33,CAA Stellar,"Apr 19, 1992",348,17,,31058,England,Newcastle,"1,98 m","€8.00m May 30, 2025",Nick Pope,10,0,Goalkeeper,https://www.transfermarkt.com/nick-pope/profil/spieler/192080,,,,
31,,"Apr 26, 1994",450,28,,40391,Greece,Newcastle,"1,91 m","€5.00m May 30, 2025",Odysseas Vlachodimos,48,0,Goalkeeper,https://www.transfermarkt.com/odysseas-vlachodimos/profil/spieler/124419,1,,,45'
36,1863,"Jan 15, 1989",436,9,,39220,Slovakia,Newcastle,"1,91 m","€1.00m May 30, 2025",Martin Dúbravka,50,0,Goalkeeper,https://www.transfermarkt.com/martin-dubravka/profil/spieler/74960,16,,,"1,425'"
25,Muy Manero,"Jan 12, 2000",274,12,23,23058,Netherlands,Newcastle,"1,93 m","€42.00m May 30, 2025",Sven Botman,0,0,Centre-Back,https://www.transfermarkt.com/sven-botman/profil/spieler/361093,11,-,-,645'
38,Wasserman,"Oct 24, 1986",553,13,,49556,England,Newcastle,"1,92 m","€150k May 30, 2025",John Ruddy,1,0,Goalkeeper,https://www.transfermarkt.com/john-ruddy/profil/spieler/29712,-,,,0'
33,Sports360 GmbH,"Dec 20, 1991",461,21,48,38006,Switzerland,Newcastle,"1,86 m","€7.00m May 30, 2025",Fabian Schär,86,8,Centre-Back,https://www.transfermarkt.com/fabian-schar/profil/spieler/135343,42,1,6,"3,633'"
33,SMI Sports ...,"Mar 27, 1992",279,13,,25041,England,Newcastle,"1,91 m","€200k May 30, 2025",Mark Gillespie,,,Goalkeeper,https://www.transfermarkt.com/mark-gillespie/profil/spieler/142389,,,,
33,,"May 9, 1992",522,9,23,44247,England,Newcastle,"2,01 m","€6.00m May 30, 2025",Dan Burn,2,0,Centre-Back,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,46,1,2,"3,974'"
31,Unique Sports Group,"Nov 11, 1993",328,5,20,26094,England,Newcastle,"1,88 m","€4.00m May 30, 2025",Jamaal Lascelles,2,0,Centre-Back,https://www.transfermarkt.com/jamaal-lascelles/profil/spieler/183318,-,-,-,0'
20,Wasserman,"Sep 8, 2004",142,24,15,10001,England,Newcastle,"1,79 m","€32.00m May 30, 2025",Lewis Hall,,,Left-Back,https://www.transfermarkt.com/lewis-hall/profil/spieler/670858,34,5,-,"2,661'"
27,,"Jan 25, 1998",207,9,4,16145,Ireland,Newcastle,"1,78 m","€2.50m May 30, 2025",Jamal Lewis,39,0,Left-Back,https://www.transfermarkt.com/jamal-lewis/profil/spieler/346018,,,,
29,,"Sep 18, 1995",280,19,9,21679,England,Newcastle,"1,83 m","€5.00m May 30, 2025",Matt Targett,13,0,Left-Back,https://www.transfermarkt.com/matt-targett/profil/spieler/250478,7,3,-,334'
20,Wasserman,"Jun 25, 2004",78,6,4,5997,Ireland,Newcastle,"1,88 m","€300k Jun 18, 2025",Alex Murphy,8,0,Left-Back,https://www.transfermarkt.com/alex-murphy/profil/spieler/900601,,,,
34,,"Sep 19, 1990",568,102,14,46908,England,Newcastle,"1,73 m","€4.00m May 30, 2025",Kieran Trippier,54,1,Right-Back,https://www.transfermarkt.com/kieran-trippier/profil/spieler/95810,32,4,-,"1,768'"
22,Wasserman,"Nov 12, 2002",169,19,6,12119,England,Newcastle,"1,82 m","€40.00m May 30, 2025",Tino Livramento,11,0,Right-Back,https://www.transfermarkt.com/tino-livramento/profil/spieler/503981,45,1,-,"3,459'"
30,,"Aug 2, 1994",,,,,Sweden,Newcastle,"1,84 m","€2.00m May 30, 2025",Emil Krafth,50,0,Right-Back,https://www.transfermarkt.com/emil-krafth/profil/spieler/184528,,,,
23,Wasserman,"Nov 14, 2001",120,14,7,8229,Scotland,Newcastle,"1,79 m","€1.40m May 27, 2025",Harrison Ashby,3,1,Right-Back,https://www.transfermarkt.com/harrison-ashby/profil/spieler/559130,31,1,-,"1,740'"
30,Unique Sports Group,"Mar 22, 1995",291,16,10,20036,Jamaica,Newcastle,"1,87 m","€700k May 27, 2025",Isaac Hayden,7,0,Defensive Midfield,https://www.transfermarkt.com/isaac-hayden/profil/spieler/206225,17,-,-,946'
27,Bertolucci Sports,"Nov 16, 1997",329,37,33,24106,Brazil,Newcastle,"1,82 m","€80.00m May 30, 2025",Bruno Guimarães,35,1,Defensive Midfield,https://www.transfermarkt.com/bruno-guimaraes/profil/spieler/520624,47,8,5,"3,858'"
25,GR Sports,"May 8, 2000",330,34,32,24913,Italy,Newcastle,"1,81 m","€60.00m May 30, 2025",Sandro Tonali,,,Central Midfield,https://www.transfermarkt.com/sandro-tonali/profil/spieler/397033,45,3,6,"3,309'"
25,,"Aug 20, 1999",277,29,47,16424,England,Newcastle,"1,86 m","€22.00m May 30, 2025",Joe Willock,4,0,Central Midfield,https://www.transfermarkt.com/joe-willock/profil/spieler/340329,41,2,3,"1,524'"
19,Unique Sports Group,"May 1, 2006",94,12,10,6103,England,Newcastle,"1,89 m","€22.00m May 30, 2025",Lewis Miley,2,0,Central Midfield,https://www.transfermarkt.com/lewis-miley/profil/spieler/922769,21,-,2,666'
28,ROGON,"Aug 14, 1996",364,43,66,26057,Brazil,Newcastle,"1,86 m","€35.00m May 30, 2025",Joelinton,,,Central Midfield,https://www.transfermarkt.com/joelinton/profil/spieler/333241,,,,
27,,"Oct 30, 1997",324,26,37,23263,England,Newcastle,"1,87 m","€20.00m May 30, 2025",Sean Longstaff,,,Central Midfield,https://www.transfermarkt.com/sean-longstaff/profil/spieler/346707,32,1,-,"1,203'"
24,Unique Sports Group,"Feb 24, 2001",255,41,53,16366,England,Newcastle,"1,83 m","€65.00m May 30, 2025",Anthony Gordon,,,Left Winger,https://www.transfermarkt.com/anthony-gordon/profil/spieler/503733,42,7,9,"2,946'"
22,Wasserman,"Oct 1, 2002",172,23,22,11025,England,Newcastle,"1,86 m","€275k Dec 30, 2024",Joe White,3,0,Attacking Midfield,https://www.transfermarkt.com/joe-white/profil/spieler/614811,35,2,6,"2,004'"
27,Wasserman,"Dec 9, 1997",365,62,92,24319,England,Newcastle,"1,82 m","€35.00m May 30, 2025",Harvey Barnes,1,0,Left Winger,https://www.transfermarkt.com/harvey-barnes/profil/spieler/398065,40,5,9,"2,121'"
30,Wasserman,"Feb 24, 1995",453,79,73,27640,England,Newcastle,"1,79 m","€16.00m May 30, 2025",Jacob Murphy,6,1,Right Winger,https://www.transfermarkt.com/jacob-murphy/profil/spieler/199527,41,14,9,"2,781'"
25,Universal Twenty Two,"Sep 21, 1999",324,30,144,21685,Sweden,Newcastle,"1,92 m","€120.00m May 30, 2025",Alexander Isak,52,16,Centre-Forward,https://www.transfermarkt.com/alexander-isak/profil/spieler/349066,42,6,27,"3,324'"
33,Unique Sports Group,"Feb 27, 1992",392,48,141,27399,England,Newcastle,"1,80 m","€8.00m May 30, 2025",Callum Wilson,9,2,Centre-Forward,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682,,,,
21,CAA Stellar,"Aug 4, 2003",74,3,11,2320,Denmark,Newcastle,"1,91 m","€7.00m May 30, 2025",William Osula,14,8,Centre-Forward,https://www.transfermarkt.com/william-osula/profil/spieler/609556,19,2,2,413'
27,,"Apr 14, 1998",,,,,Türkiye,Man Utd,"1,98 m","€8.00m May 30, 2025",Altay Bayındır,10,0,Goalkeeper,https://www.transfermarkt.com/altay-bayindir/profil/spieler/336077,10,,,930'
39,,"Apr 15, 1986",382,8,,34292,England,Man Utd,"1,88 m","€200k May 30, 2025",Tom Heaton,3,0,Goalkeeper,https://www.transfermarkt.com/tom-heaton/profil/spieler/34130,1,,,90'
27,Score Futbol,"Jan 18, 1998",270,15,12,21637,Argentina,Man Utd,"1,75 m","€40.00m May 30, 2025",Lisandro Martínez,26,1,Centre-Back,https://www.transfermarkt.com/lisandro-martinez/profil/spieler/480762,32,2,2,"2,710'"
19,Gestifute,"Nov 13, 2005",120,2,4,8786,France,Man Utd,"1,90 m","€55.00m May 30, 2025",Leny Yoro,1,0,Centre-Back,https://www.transfermarkt.com/leny-yoro/profil/spieler/923831,33,1,1,"2,054'"
25,Rafaela Pimenta,"Aug 12, 1999",410,13,36,33522,Netherlands,Man Utd,"1,89 m","€38.00m May 30, 2025",Matthijs de Ligt,50,2,Centre-Back,https://www.transfermarkt.com/matthijs-de-ligt/profil/spieler/326031,42,-,2,"3,116'"
37,,"Jan 3, 1988",541,16,24,43942,Ireland,Man Utd,"1,88 m","€1.00m May 30, 2025",Jonny Evans,107,6,Centre-Back,https://www.transfermarkt.com/jonny-evans/profil/spieler/42412,13,-,1,647'
30,,"Jul 17, 1994",493,12,9,40391,Sweden,Man Utd,"1,87 m","€8.00m May 30, 2025",Victor Lindelöf,71,3,Centre-Back,https://www.transfermarkt.com/victor-lindelof/profil/spieler/184573,25,-,-,"1,225'"
29,CAA Stellar,"Jul 12, 1995",362,32,4,28110,England,Man Utd,"1,78 m","€12.00m May 30, 2025",Luke Shaw,34,3,Left-Back,https://www.transfermarkt.com/luke-shaw/profil/spieler/183288,12,-,-,586'
18,,"Sep 22, 2006",55,1,,4255,England,Man Utd,"1,89 m","€5.00m May 30, 2025",Ayden Heaven,2,0,Centre-Back,https://www.transfermarkt.com/ayden-heaven/profil/spieler/1078163,22,-,-,"1,523'"
18,,"Mar 16, 2007",52,8,1,4111,England,Man Utd,"1,81 m","€5.00m May 30, 2025",Harry Amass,7,0,Left-Back,https://www.transfermarkt.com/harry-amass/profil/spieler/1011738,,,,
26,Proeleven S.A.,"Mar 18, 1999",290,30,15,22509,Portugal,Man Utd,"1,83 m","€30.00m May 30, 2025",Diogo Dalot,29,3,Right-Back,https://www.transfermarkt.com/diogo-dalot/profil/spieler/357147,53,5,3,"4,453'"
24,Gestifute,"Apr 11, 2001",245,15,6,17098,Uruguay,Man Utd,"1,82 m","€45.00m May 30, 2025",Manuel Ugarte,29,1,Defensive Midfield,https://www.transfermarkt.com/manuel-ugarte/profil/spieler/476701,45,6,2,"2,893'"
21,,"Jan 3, 2004",75,3,,4689,England,Man Utd,"1,80 m","€5.00m May 30, 2025",Toby Collyer,3,0,Defensive Midfield,https://www.transfermarkt.com/toby-collyer/profil/spieler/654253,16,-,-,737'
33,,"Feb 23, 1992",628,59,64,46369,Brazil,Man Utd,"1,85 m","€10.00m May 30, 2025",Casemiro,77,7,Defensive Midfield,https://www.transfermarkt.com/casemiro/profil/spieler/16306,42,3,5,"2,799'"
27,Rafaela Pimenta,"Nov 14, 1997",340,32,23,24011,Morocco,Man Utd,"1,83 m","€25.00m May 30, 2025",Noussair Mazraoui,33,2,Right-Back,https://www.transfermarkt.com/noussair-mazraoui/profil/spieler/340456,57,3,-,"4,491'"
33,,"Feb 14, 1992",649,179,123,46325,Denmark,Man Utd,"1,82 m","€4.00m May 30, 2025",Christian Eriksen,144,46,Central Midfield,https://www.transfermarkt.com/christian-eriksen/profil/spieler/69633,35,6,5,"1,733'"
20,CAA Stellar,"Apr 19, 2005",134,8,13,8537,England,Man Utd,"1,80 m","€50.00m May 30, 2025",Kobbie Mainoo,10,0,Central Midfield,https://www.transfermarkt.com/kobbie-mainoo/profil/spieler/820374,37,1,2,"2,079'"
